sent_id,subject,relation,object,high_fidelity(sim>=90),correctness_%,correctness,completeness_of_sentence,minimality,accuracy_%
1,32.7 %,were made up of,32.7 % of all households,True,100.0,1.0,1.0,0.577,85.9
1,32.7 %,made,individuals,True,100.0,1.0,1.0,0.846,94.9
1,32.7 %,had,someone living alone who was 65 years of age or older,True,100.0,1.0,1.0,0.462,82.1
1,15.7 %,had,someone living alone who was 65 years of age or older,True,100.0,1.0,1.0,0.462,82.1
1,15.7 %,were made up of,32.7 % of all households,True,100.0,1.0,1.0,0.577,85.9
1,someone,was,65 years of age or older,True,100.0,1.0,1.0,0.692,89.7
1,32.7 %,made,32.7 % of all households of all households,True,100.0,1.0,1.0,0.577,85.9
1,32.7 %,was,65 years of age or older,True,100.0,1.0,1.0,0.654,88.5
1,32.7 %,32.7 % of,all households,True,100.0,1.0,1.0,0.731,91.0
1,32.7 %,"made, made up, made of",individuals,False,83.9,0.839,1.0,0.692,84.4
1,15.7 %,made had,someone,True,100.0,1.0,1.0,0.808,93.6
2,A CEN,forms,an important but small part of a Local Strategic Partnership,True,100.0,1.0,1.0,0.071,69.0
2,A CEN,forms,an important but small part,True,100.0,1.0,1.0,0.429,81.0
2,A CEN,an important but small part of,a Local Strategic Partnership,True,100.0,1.0,1.0,0.143,71.4
3,he,became in at,the youngest mayor in Pittsburgh 's history,True,100.0,1.0,1.0,0.476,82.5
3,he,became in,September 2006,True,100.0,1.0,1.0,0.762,92.1
3,he,became at,the age of 26,True,100.0,1.0,1.0,0.667,88.9
3,Democrat became,became,Democrat,True,100.0,1.0,1.0,0.81,93.7
3,he,"became the youngest mayor, the youngest mayor in",Pittsburgh 's history,True,93.8,0.938,1.0,0.429,78.9
3,he,became in,September 2006,True,100.0,1.0,1.0,0.762,92.1
3,he,became at,the age of 26,True,100.0,1.0,1.0,0.667,88.9
4,A cafeteria,located on,the sixth floor,True,100.0,1.0,0.9,0.731,87.7
4,A cafeteria,"located, located also located, located on",the sixth floor,True,90.5,0.905,0.9,0.577,79.4
4,A cafeteria,"located, chapel on",the 14th floor,False,88.9,0.889,0.9,0.692,82.7
4,A cafeteria,hall on,the 15th floor,True,100.0,1.0,0.9,0.731,87.7
5,A casting director,told,Scott,True,100.0,1.0,1.0,0.844,94.8
5,he,'d met,him,True,100.0,1.0,1.0,0.875,95.8
5,he,was casting,the `` G.I. Joe '' cartoon,True,100.0,1.0,1.0,0.719,90.6
5,he,told,Scott,True,100.0,1.0,1.0,0.906,96.9
5,A casting director,before,a week,True,100.0,1.0,1.0,0.812,93.7
5,A casting director,told_that,that he had wished that he 'd met him a week before,True,92.3,0.923,1.0,0.5,80.8
5,A casting director,A casting director at,the time,True,100.0,1.0,1.0,0.719,90.6
5,A casting director,told,Scott,True,100.0,1.0,1.0,0.844,94.8
5,A casting director,wished,he,True,100.0,1.0,1.0,0.844,94.8
5,A casting director,met,he,True,100.0,1.0,1.0,0.844,94.8
5,A casting director,met,him,True,100.0,1.0,1.0,0.844,94.8
5,he,"met before casting, casting for",the `` G.I. Joe '' cartoon,True,92.0,0.92,1.0,0.625,84.8
6,A common name,followed in,1982,True,100.0,1.0,0.842,0.846,89.6
6,A common name,followed in,the establishment of the `` TV8 '' network between the three stations,True,100.0,1.0,0.842,0.564,80.2
6,logo,followed in,1982,True,100.0,1.0,0.842,0.897,91.3
6,logo,followed in,the establishment of the `` TV8 '' network between the three stations,True,100.0,1.0,0.842,0.615,81.9
6,programming schedule,followed in,1982,True,100.0,1.0,0.842,0.872,90.5
6,programming schedule,followed in,the establishment of the `` TV8 '' network between the three stations,True,100.0,1.0,0.842,0.59,81.1
6,A common name,changed,the `` Southern Cross Network '',True,100.0,1.0,0.842,0.744,86.2
6,logo,changed,the `` Southern Cross Network '',True,100.0,1.0,0.842,0.795,87.9
6,programming schedule,changed,the `` Southern Cross Network '',True,100.0,1.0,0.842,0.769,87.0
6,A common name,"followed, followed in",1982,False,85.7,0.857,0.842,0.821,84.0
6,A common name,followed with,the establishment,True,100.0,1.0,0.842,0.821,88.8
6,A common name,the establishment of,the `` TV8 '' network,True,100.0,1.0,0.842,0.718,85.3
6,A common name,the `` TV8 '' network between,the three stations,True,100.0,1.0,0.842,0.692,84.5
6,A common name,"followed changed, changed to",the `` Southern Cross Network '',True,93.6,0.936,0.842,0.667,81.5
7,A cooling center,is,a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave,True,100.0,1.0,1.0,0.04,68.0
